,cidade,date,total_confirmed,new_confirmed,total_deceased,new_deceased
399817,São Paulo,2021-11-05,971407,225,38868,19
400462,São Paulo,2021-11-06,971644,237,38891,23
401107,São Paulo,2021-11-07,971655,11,38891,0
401752,São Paulo,2021-11-08,971662,7,38891,0
402397,São Paulo,2021-11-09,971847,185,38893,2
403042,São Paulo,2021-11-10,972012,165,38897,4
403687,São Paulo,2021-11-11,972286,274,38897,0
404332,São Paulo,2021-11-12,972598,312,38984,87
404977,São Paulo,2021-11-13,972735,137,39023,39
405622,São Paulo,2021-11-14,972846,111,39024,1
406267,São Paulo,2021-11-15,972898,52,39025,1
406912,São Paulo,2021-11-16,972986,88,39026,1
407557,São Paulo,2021-11-17,973400,414,39056,30
408202,São Paulo,2021-11-18,973685,285,39068,12
408847,São Paulo,2021-11-19,973947,262,39094,26
409492,São Paulo,2021-11-20,974116,169,39114,20
410137,São Paulo,2021-11-21,974139,23,39114,0
410782,São Paulo,2021-11-22,974160,21,39115,1
411427,São Paulo,2021-11-23,974513,353,39141,26
412072,São Paulo,2021-11-24,974660,147,39158,17
412717,São Paulo,2021-11-25,974858,198,39183,25
413362,São Paulo,2021-11-26,974999,141,39229,46
414007,São Paulo,2021-11-27,975149,150,39258,29
414652,São Paulo,2021-11-28,975177,28,39259,1
415297,São Paulo,2021-11-29,975202,25,39260,1
415942,São Paulo,2021-11-30,975560,358,39280,20
416587,São Paulo,2021-12-01,975701,141,39301,21
417232,São Paulo,2021-12-02,975803,102,39324,23
417877,São Paulo,2021-12-03,975963,160,39335,11
418522,São Paulo,2021-12-04,976094,131,39347,12
419167,São Paulo,2021-12-05,976197,103,39348,1
419812,São Paulo,2021-12-06,976214,17,39352,4
420457,São Paulo,2021-12-07,976350,136,39377,25
421102,São Paulo,2021-12-08,976535,185,39404,27
421747,São Paulo,2021-12-09,976724,189,39429,25
422392,São Paulo,2021-12-10,976918,194,39441,12
423037,São Paulo,2021-12-11,976918,0,39441,0
423682,São Paulo,2021-12-12,976918,0,39441,0
424327,São Paulo,2021-12-13,976918,0,39441,0
424972,São Paulo,2021-12-14,976918,0,39441,0
425617,São Paulo,2021-12-15,976918,0,39441,0
426262,São Paulo,2021-12-16,976918,0,39441,0
426907,São Paulo,2021-12-17,977019,101,39508,67
427552,São Paulo,2021-12-18,977022,3,39515,7
428197,São Paulo,2021-12-19,977025,3,39519,4
428842,São Paulo,2021-12-20,977025,0,39519,0
429487,São Paulo,2021-12-21,977025,0,39519,0
430132,São Paulo,2021-12-22,977025,0,39519,0
430777,São Paulo,2021-12-23,977053,28,39535,16
431422,São Paulo,2021-12-24,977060,7,39542,7
432067,São Paulo,2021-12-25,977064,4,39542,0
432712,São Paulo,2021-12-26,977069,5,39542,0
433357,São Paulo,2021-12-27,977069,0,39542,0
434002,São Paulo,2021-12-28,977098,29,39547,5
434647,São Paulo,2021-12-29,977098,0,39547,0
435292,São Paulo,2021-12-30,977729,631,39555,8
435937,São Paulo,2021-12-31,977918,189,39561,6
436582,São Paulo,2022-01-01,977986,68,39566,5
437227,São Paulo,2022-01-02,977993,7,39566,0
437872,São Paulo,2022-01-03,978017,24,39566,0
438517,São Paulo,2022-01-04,978474,457,39577,11
439162,São Paulo,2022-01-05,978922,448,39583,6
439807,São Paulo,2022-01-06,979109,187,39583,0
440452,São Paulo,2022-01-07,979576,467,39608,25
441097,São Paulo,2022-01-08,979838,262,39615,7
441742,São Paulo,2022-01-09,979966,128,39619,4
442387,São Paulo,2022-01-10,980053,87,39629,10
443032,São Paulo,2022-01-11,980703,650,39638,9
443677,São Paulo,2022-01-12,981174,471,39645,7
444322,São Paulo,2022-01-13,981751,577,39660,15
444967,São Paulo,2022-01-14,982584,833,39687,27
445612,São Paulo,2022-01-15,982830,246,39717,30
446257,São Paulo,2022-01-16,983006,176,39718,1
446902,São Paulo,2022-01-17,983178,172,39722,4
447547,São Paulo,2022-01-18,984581,1403,39742,20
448192,São Paulo,2022-01-19,985761,1180,39769,27
448837,São Paulo,2022-01-20,986976,1215,39807,38
449482,São Paulo,2022-01-21,988516,1540,39840,33
450127,São Paulo,2022-01-22,990370,1854,39861,21
450772,São Paulo,2022-01-23,990873,503,39880,19
451417,São Paulo,2022-01-24,991062,189,39907,27
452062,São Paulo,2022-01-25,992729,1667,39948,41
452707,São Paulo,2022-01-26,993230,501,39963,15
453352,São Paulo,2022-01-27,995512,2282,40017,54
453997,São Paulo,2022-01-28,997529,2017,40054,37
454642,São Paulo,2022-01-29,1000088,2559,40119,65
455287,São Paulo,2022-01-30,1000779,691,40128,9
455932,São Paulo,2022-01-31,1001076,297,40145,17
456577,São Paulo,2022-02-01,1003330,2254,40185,40
457222,São Paulo,2022-02-02,1003588,258,40246,61
457867,São Paulo,2022-02-03,1007354,3766,40330,84
458512,São Paulo,2022-02-04,1009088,1734,40393,63
459157,São Paulo,2022-02-05,1010883,1795,40436,43
459802,São Paulo,2022-02-06,1011306,423,40452,16
460447,São Paulo,2022-02-07,1011717,411,40456,4
461092,São Paulo,2022-02-08,1013548,1831,40521,65
461737,São Paulo,2022-02-09,1015771,2223,40586,65
462382,São Paulo,2022-02-10,1017821,2050,40644,58
463027,São Paulo,2022-02-11,1020296,2475,40697,53
463672,São Paulo,2022-02-12,1022623,2327,40734,37
464317,São Paulo,2022-02-13,1022978,355,40749,15
464962,São Paulo,2022-02-14,1023233,255,40760,11
465607,São Paulo,2022-02-15,1024810,1577,40805,45
466252,São Paulo,2022-02-16,1026477,1667,40928,123
466897,São Paulo,2022-02-17,1027916,1439,41061,133
467542,São Paulo,2022-02-18,1029374,1458,41124,63
468187,São Paulo,2022-02-19,1030832,1458,41192,68
468832,São Paulo,2022-02-20,1031311,479,41197,5
469477,São Paulo,2022-02-21,1031405,94,41209,12
470122,São Paulo,2022-02-22,1032816,1411,41275,66
470767,São Paulo,2022-02-23,1034045,1229,41324,49
471412,São Paulo,2022-02-24,1035194,1149,41369,45
472057,São Paulo,2022-02-25,1035927,733,41410,41
472702,São Paulo,2022-02-26,1036608,681,41456,46
473347,São Paulo,2022-02-27,1036777,169,41460,4
473992,São Paulo,2022-02-28,1036855,78,41464,4
474637,São Paulo,2022-03-01,1037036,181,41501,37
475282,São Paulo,2022-03-02,1037314,278,41511,10
475927,São Paulo,2022-03-03,1038004,690,41542,31
476572,São Paulo,2022-03-04,1038665,661,41578,36
477217,São Paulo,2022-03-05,1039542,877,41666,88
477862,São Paulo,2022-03-06,1039634,92,41671,5
478507,São Paulo,2022-03-07,1039730,96,41673,2
479152,São Paulo,2022-03-08,1040623,893,41702,29
479797,São Paulo,2022-03-09,1041402,779,41739,37
480442,São Paulo,2022-03-10,1042208,806,41761,22
481087,São Paulo,2022-03-11,1042762,554,41783,22
481732,São Paulo,2022-03-12,1043447,685,41785,2
482377,São Paulo,2022-03-13,1043510,63,41788,3
483022,São Paulo,2022-03-14,1043530,20,41790,2
483667,São Paulo,2022-03-15,1044439,909,41806,16
484312,São Paulo,2022-03-16,1045059,620,41836,30
484957,São Paulo,2022-03-17,1045674,615,41872,36
485602,São Paulo,2022-03-18,1046214,540,41911,39
486247,São Paulo,2022-03-19,1046688,474,41925,14
486892,São Paulo,2022-03-20,1046822,134,41939,14
487537,São Paulo,2022-03-21,1046835,13,41939,0
488182,São Paulo,2022-03-22,1047245,410,41960,21
488827,São Paulo,2022-03-23,1047594,349,41988,28
489472,São Paulo,2022-03-24,1047831,237,42014,26
490117,São Paulo,2022-03-25,1048147,316,42035,21
490762,São Paulo,2022-03-26,1048584,437,42044,9
491407,São Paulo,2022-03-27,1048745,161,42052,8
492052,São Paulo,2022-03-28,1048753,8,42060,8
492697,São Paulo,2022-03-29,1049194,441,42085,25
493342,São Paulo,2022-03-30,1049739,545,42105,20
493987,São Paulo,2022-03-31,1050419,680,42113,8
494632,São Paulo,2022-04-01,1050897,478,42122,9
495277,São Paulo,2022-04-02,1051036,139,42123,1
495922,São Paulo,2022-04-03,1051175,139,42124,1
496567,São Paulo,2022-04-04,1051192,17,42124,0
497212,São Paulo,2022-04-05,1051570,378,42135,11
497857,São Paulo,2022-04-06,1052003,433,42142,7
498502,São Paulo,2022-04-07,1052388,385,42147,5
499147,São Paulo,2022-04-08,1052551,163,42154,7
499792,São Paulo,2022-04-09,1052876,325,42156,2
500437,São Paulo,2022-04-10,1053004,128,42157,1
501082,São Paulo,2022-04-11,1053014,10,42159,2
501727,São Paulo,2022-04-12,1053322,308,42164,5
