,cidade,date,total_confirmed,new_confirmed,total_deceased,new_deceased
29582,São José dos Campos,2020-04-10,85,4,1,0
30227,São José dos Campos,2020-04-11,85,0,1,0
30872,São José dos Campos,2020-04-12,85,0,1,0
31517,São José dos Campos,2020-04-13,85,0,1,0
32162,São José dos Campos,2020-04-14,90,5,2,1
32807,São José dos Campos,2020-04-15,113,23,3,1
33452,São José dos Campos,2020-04-16,116,3,3,0
34097,São José dos Campos,2020-04-17,135,19,3,0
34742,São José dos Campos,2020-04-18,136,1,3,0
35387,São José dos Campos,2020-04-19,136,0,3,0
36032,São José dos Campos,2020-04-20,136,0,3,0
36677,São José dos Campos,2020-04-21,138,2,3,0
37322,São José dos Campos,2020-04-22,139,1,3,0
37967,São José dos Campos,2020-04-23,141,2,5,2
38612,São José dos Campos,2020-04-24,158,17,5,0
39257,São José dos Campos,2020-04-25,174,16,5,0
39902,São José dos Campos,2020-04-26,174,0,5,0
40547,São José dos Campos,2020-04-27,185,11,5,0
41192,São José dos Campos,2020-04-28,194,9,10,5
41837,São José dos Campos,2020-04-29,202,8,10,0
42482,São José dos Campos,2020-04-30,219,17,10,0
43127,São José dos Campos,2020-05-01,224,5,11,1
43772,São José dos Campos,2020-05-02,226,2,11,0
44417,São José dos Campos,2020-05-03,234,8,11,0
45062,São José dos Campos,2020-05-04,236,2,11,0
45707,São José dos Campos,2020-05-05,257,21,14,3
46352,São José dos Campos,2020-05-06,296,39,14,0
46997,São José dos Campos,2020-05-07,322,26,14,0
47642,São José dos Campos,2020-05-08,340,18,15,1
48287,São José dos Campos,2020-05-09,354,14,16,1
48932,São José dos Campos,2020-05-10,355,1,16,0
49577,São José dos Campos,2020-05-11,356,1,16,0
50222,São José dos Campos,2020-05-12,365,9,17,1
50867,São José dos Campos,2020-05-13,379,14,18,1
51512,São José dos Campos,2020-05-14,393,14,18,0
52157,São José dos Campos,2020-05-15,412,19,19,1
52802,São José dos Campos,2020-05-16,429,17,20,1
53447,São José dos Campos,2020-05-17,450,21,20,0
54092,São José dos Campos,2020-05-18,467,17,20,0
54737,São José dos Campos,2020-05-19,480,13,27,7
55382,São José dos Campos,2020-05-20,546,66,28,1
56027,São José dos Campos,2020-05-21,586,40,29,1
56672,São José dos Campos,2020-05-22,618,32,30,1
57317,São José dos Campos,2020-05-23,653,35,30,0
57962,São José dos Campos,2020-05-24,665,12,30,0
58607,São José dos Campos,2020-05-25,692,27,30,0
59252,São José dos Campos,2020-05-26,694,2,30,0
59897,São José dos Campos,2020-05-27,729,35,30,0
60542,São José dos Campos,2020-05-28,807,78,32,2
61187,São José dos Campos,2020-05-29,835,28,33,1
61832,São José dos Campos,2020-05-30,890,55,35,2
62477,São José dos Campos,2020-05-31,899,9,35,0
63122,São José dos Campos,2020-06-01,901,2,35,0
63767,São José dos Campos,2020-06-02,969,68,36,1
64412,São José dos Campos,2020-06-03,1018,49,39,3
65057,São José dos Campos,2020-06-04,1082,64,42,3
65702,São José dos Campos,2020-06-05,1110,28,45,3
66347,São José dos Campos,2020-06-06,1145,35,45,0
66992,São José dos Campos,2020-06-07,1186,41,45,0
67637,São José dos Campos,2020-06-08,1214,28,45,0
68282,São José dos Campos,2020-06-09,1268,54,50,5
68927,São José dos Campos,2020-06-10,1337,69,54,4
69572,São José dos Campos,2020-06-11,1445,108,55,1
70217,São José dos Campos,2020-06-12,1469,24,56,1
70862,São José dos Campos,2020-06-13,1502,33,56,0
71507,São José dos Campos,2020-06-14,1524,22,56,0
72152,São José dos Campos,2020-06-15,1533,9,56,0
72797,São José dos Campos,2020-06-16,1687,154,61,5
73442,São José dos Campos,2020-06-17,1700,13,64,3
74087,São José dos Campos,2020-06-18,1711,11,67,3
74732,São José dos Campos,2020-06-19,2023,312,69,2
75377,São José dos Campos,2020-06-20,2045,22,72,3
76022,São José dos Campos,2020-06-21,2089,44,72,0
76667,São José dos Campos,2020-06-22,2130,41,72,0
77312,São José dos Campos,2020-06-23,2256,126,81,9
77957,São José dos Campos,2020-06-24,2355,99,82,1
78602,São José dos Campos,2020-06-25,2455,100,86,4
79247,São José dos Campos,2020-06-26,2561,106,86,0
79892,São José dos Campos,2020-06-27,2673,112,87,1
80537,São José dos Campos,2020-06-28,2812,139,87,0
81182,São José dos Campos,2020-06-29,2896,84,87,0
81827,São José dos Campos,2020-06-30,2943,47,92,5
82472,São José dos Campos,2020-07-01,3064,121,94,2
83117,São José dos Campos,2020-07-02,3145,81,97,3
83762,São José dos Campos,2020-07-03,3277,132,101,4
84407,São José dos Campos,2020-07-04,3309,32,105,4
85052,São José dos Campos,2020-07-05,3527,218,105,0
85697,São José dos Campos,2020-07-06,3547,20,105,0
86342,São José dos Campos,2020-07-07,3657,110,111,6
86987,São José dos Campos,2020-07-08,3745,88,113,2
87632,São José dos Campos,2020-07-09,3835,90,115,2
88277,São José dos Campos,2020-07-10,3942,107,116,1
88922,São José dos Campos,2020-07-11,4067,125,116,0
89567,São José dos Campos,2020-07-12,4195,128,116,0
90212,São José dos Campos,2020-07-13,4199,4,116,0
90857,São José dos Campos,2020-07-14,4318,119,121,5
91502,São José dos Campos,2020-07-15,4410,92,126,5
92147,São José dos Campos,2020-07-16,4540,130,131,5
92792,São José dos Campos,2020-07-17,4616,76,135,4
93437,São José dos Campos,2020-07-18,4708,92,141,6
94082,São José dos Campos,2020-07-19,4724,16,141,0
94727,São José dos Campos,2020-07-20,4736,12,141,0
95372,São José dos Campos,2020-07-21,4822,86,153,12
96017,São José dos Campos,2020-07-22,5232,410,156,3
96662,São José dos Campos,2020-07-23,5526,294,165,9
97307,São José dos Campos,2020-07-24,5767,241,172,7
97952,São José dos Campos,2020-07-25,5999,232,182,10
98597,São José dos Campos,2020-07-26,6105,106,184,2
99242,São José dos Campos,2020-07-27,6138,33,184,0
99887,São José dos Campos,2020-07-28,6196,58,186,2
100532,São José dos Campos,2020-07-29,6516,320,192,6
101177,São José dos Campos,2020-07-30,6623,107,195,3
101822,São José dos Campos,2020-07-31,6932,309,200,5
102467,São José dos Campos,2020-08-01,7055,123,204,4
103112,São José dos Campos,2020-08-02,7217,162,204,0
103757,São José dos Campos,2020-08-03,7222,5,204,0
104402,São José dos Campos,2020-08-04,7485,263,215,11
105047,São José dos Campos,2020-08-05,7603,118,221,6
105692,São José dos Campos,2020-08-06,7982,379,226,5
106337,São José dos Campos,2020-08-07,8181,199,230,4
106982,São José dos Campos,2020-08-08,8506,325,232,2
107627,São José dos Campos,2020-08-09,8677,171,232,0
108272,São José dos Campos,2020-08-10,8686,9,232,0
108917,São José dos Campos,2020-08-11,8891,205,256,24
109562,São José dos Campos,2020-08-12,9109,218,262,6
110207,São José dos Campos,2020-08-13,9589,480,271,9
110852,São José dos Campos,2020-08-14,9822,233,274,3
111497,São José dos Campos,2020-08-15,10153,331,276,2
112142,São José dos Campos,2020-08-16,10169,16,281,5
112787,São José dos Campos,2020-08-17,10263,94,281,0
113432,São José dos Campos,2020-08-18,10442,179,291,10
114077,São José dos Campos,2020-08-19,10672,230,295,4
114722,São José dos Campos,2020-08-20,10944,272,298,3
115367,São José dos Campos,2020-08-21,11167,223,305,7
116012,São José dos Campos,2020-08-22,11424,257,309,4
116657,São José dos Campos,2020-08-23,11646,222,309,0
117302,São José dos Campos,2020-08-24,11695,49,309,0
117947,São José dos Campos,2020-08-25,11884,189,321,12
118592,São José dos Campos,2020-08-26,12187,303,324,3
119237,São José dos Campos,2020-08-27,12358,171,330,6
119882,São José dos Campos,2020-08-28,12730,372,336,6
120527,São José dos Campos,2020-08-29,12871,141,341,5
121172,São José dos Campos,2020-08-30,12885,14,341,0
121817,São José dos Campos,2020-08-31,12897,12,341,0
122462,São José dos Campos,2020-09-01,13171,274,353,12
123107,São José dos Campos,2020-09-02,13388,217,361,8
123752,São José dos Campos,2020-09-03,13628,240,362,1
124397,São José dos Campos,2020-09-04,13782,154,363,1
125042,São José dos Campos,2020-09-05,14019,237,363,0
125687,São José dos Campos,2020-09-06,14096,77,363,0
126332,São José dos Campos,2020-09-07,14147,51,363,0
126977,São José dos Campos,2020-09-08,14189,42,363,0
127622,São José dos Campos,2020-09-09,14349,160,375,12
128267,São José dos Campos,2020-09-10,14473,124,376,1
128912,São José dos Campos,2020-09-11,14665,192,379,3
129557,São José dos Campos,2020-09-12,14978,313,382,3
130202,São José dos Campos,2020-09-13,15005,27,383,1
130847,São José dos Campos,2020-09-14,15012,7,383,0
131492,São José dos Campos,2020-09-15,15235,223,389,6
132137,São José dos Campos,2020-09-16,15545,310,393,4
132782,São José dos Campos,2020-09-17,15806,261,396,3
133427,São José dos Campos,2020-09-18,16191,385,398,2
134072,São José dos Campos,2020-09-19,16383,192,400,2
134717,São José dos Campos,2020-09-20,16472,89,400,0
135362,São José dos Campos,2020-09-21,16504,32,400,0
136007,São José dos Campos,2020-09-22,16600,96,414,14
136652,São José dos Campos,2020-09-23,16740,140,420,6
137297,São José dos Campos,2020-09-24,16902,162,421,1
137942,São José dos Campos,2020-09-25,17075,173,427,6
138587,São José dos Campos,2020-09-26,17210,135,428,1
139232,São José dos Campos,2020-09-27,17222,12,428,0
139877,São José dos Campos,2020-09-28,17228,6,428,0
140522,São José dos Campos,2020-09-29,17359,131,431,3
141167,São José dos Campos,2020-09-30,17494,135,434,3
141812,São José dos Campos,2020-10-01,17588,94,435,1
142457,São José dos Campos,2020-10-02,17680,92,437,2
143102,São José dos Campos,2020-10-03,17753,73,438,1
143747,São José dos Campos,2020-10-04,17756,3,440,2
144392,São José dos Campos,2020-10-05,17765,9,441,1
145037,São José dos Campos,2020-10-06,17882,117,444,3
145682,São José dos Campos,2020-10-07,17944,62,447,3
146327,São José dos Campos,2020-10-08,18022,78,449,2
146972,São José dos Campos,2020-10-09,18137,115,449,0
147617,São José dos Campos,2020-10-10,18219,82,453,4
148262,São José dos Campos,2020-10-11,18254,35,453,0
148907,São José dos Campos,2020-10-12,18260,6,453,0
149552,São José dos Campos,2020-10-13,18267,7,453,0
150197,São José dos Campos,2020-10-14,18321,54,455,2
150842,São José dos Campos,2020-10-15,18389,68,455,0
151487,São José dos Campos,2020-10-16,18451,62,456,1
152132,São José dos Campos,2020-10-17,18503,52,456,0
152777,São José dos Campos,2020-10-18,18518,15,456,0
153422,São José dos Campos,2020-10-19,18523,5,456,0
154067,São José dos Campos,2020-10-20,18570,47,460,4
154712,São José dos Campos,2020-10-21,18654,84,460,0
155357,São José dos Campos,2020-10-22,18687,33,460,0
156002,São José dos Campos,2020-10-23,18752,65,461,1
156647,São José dos Campos,2020-10-24,18825,73,461,0
157292,São José dos Campos,2020-10-25,18848,23,461,0
157937,São José dos Campos,2020-10-26,18857,9,461,0
158582,São José dos Campos,2020-10-27,18904,47,461,0
159227,São José dos Campos,2020-10-28,18949,45,462,1
159872,São José dos Campos,2020-10-29,19003,54,462,0
160517,São José dos Campos,2020-10-30,19087,84,464,2
161162,São José dos Campos,2020-10-31,19119,32,465,1
161807,São José dos Campos,2020-11-01,19135,16,465,0
162452,São José dos Campos,2020-11-02,19148,13,466,1
163097,São José dos Campos,2020-11-03,19151,3,466,0
163742,São José dos Campos,2020-11-04,19180,29,470,4
164387,São José dos Campos,2020-11-05,19195,15,472,2
165032,São José dos Campos,2020-11-06,19195,0,472,0
165677,São José dos Campos,2020-11-07,19195,0,472,0
166322,São José dos Campos,2020-11-08,19195,0,472,0
166967,São José dos Campos,2020-11-09,19195,0,472,0
167612,São José dos Campos,2020-11-10,19447,252,472,0
168257,São José dos Campos,2020-11-11,19466,19,473,1
168902,São José dos Campos,2020-11-12,19561,95,478,5
169547,São José dos Campos,2020-11-13,19667,106,478,0
170192,São José dos Campos,2020-11-14,19722,55,483,5
170837,São José dos Campos,2020-11-15,19744,22,483,0
171482,São José dos Campos,2020-11-16,19748,4,483,0
172127,São José dos Campos,2020-11-17,19867,119,483,0
172772,São José dos Campos,2020-11-18,19949,82,485,2
173417,São José dos Campos,2020-11-19,20135,186,486,1
174062,São José dos Campos,2020-11-20,20246,111,486,0
174707,São José dos Campos,2020-11-21,20342,96,487,1
175352,São José dos Campos,2020-11-22,20398,56,488,1
175997,São José dos Campos,2020-11-23,20429,31,488,0
176642,São José dos Campos,2020-11-24,20493,64,490,2
177287,São José dos Campos,2020-11-25,20633,140,490,0
177932,São José dos Campos,2020-11-26,20694,61,491,1
178577,São José dos Campos,2020-11-27,20725,31,491,0
179222,São José dos Campos,2020-11-28,20773,48,492,1
179867,São José dos Campos,2020-11-29,20806,33,492,0
180512,São José dos Campos,2020-11-30,20812,6,492,0
181157,São José dos Campos,2020-12-01,20939,127,492,0
181802,São José dos Campos,2020-12-02,21051,112,495,3
182447,São José dos Campos,2020-12-03,21161,110,497,2
183092,São José dos Campos,2020-12-04,21322,161,497,0
183737,São José dos Campos,2020-12-05,21445,123,498,1
184382,São José dos Campos,2020-12-06,21502,57,500,2
185027,São José dos Campos,2020-12-07,21533,31,500,0
185672,São José dos Campos,2020-12-08,21743,210,503,3
186317,São José dos Campos,2020-12-09,21929,186,504,1
186962,São José dos Campos,2020-12-10,22093,164,508,4
187607,São José dos Campos,2020-12-11,22209,116,510,2
188252,São José dos Campos,2020-12-12,22391,182,514,4
188897,São José dos Campos,2020-12-13,22397,6,514,0
189542,São José dos Campos,2020-12-14,22449,52,514,0
190187,São José dos Campos,2020-12-15,22528,79,519,5
190832,São José dos Campos,2020-12-16,22528,0,519,0
191477,São José dos Campos,2020-12-17,22962,434,528,9
192122,São José dos Campos,2020-12-18,23424,462,530,2
192767,São José dos Campos,2020-12-19,23644,220,532,2
193412,São José dos Campos,2020-12-20,23644,0,532,0
194057,São José dos Campos,2020-12-21,23699,55,532,0
194702,São José dos Campos,2020-12-22,23890,191,535,3
195347,São José dos Campos,2020-12-23,24295,405,537,2
195992,São José dos Campos,2020-12-24,24617,322,539,2
196637,São José dos Campos,2020-12-25,24740,123,543,4
197282,São José dos Campos,2020-12-26,24780,40,543,0
197927,São José dos Campos,2020-12-27,24873,93,544,1
198572,São José dos Campos,2020-12-28,24908,35,544,0
199217,São José dos Campos,2020-12-29,25245,337,545,1
199862,São José dos Campos,2020-12-30,25497,252,545,0
200507,São José dos Campos,2020-12-31,25853,356,545,0
201152,São José dos Campos,2021-01-01,26012,159,546,1
201797,São José dos Campos,2021-01-02,26147,135,547,1
202442,São José dos Campos,2021-01-03,26258,111,547,0
203087,São José dos Campos,2021-01-04,26312,54,547,0
203732,São José dos Campos,2021-01-05,26597,285,563,16
204377,São José dos Campos,2021-01-06,27098,501,572,9
205022,São José dos Campos,2021-01-07,27706,608,577,5
205667,São José dos Campos,2021-01-08,28418,712,579,2
206312,São José dos Campos,2021-01-09,28862,444,588,9
206957,São José dos Campos,2021-01-10,29234,372,589,1
207602,São José dos Campos,2021-01-11,29420,186,589,0
208247,São José dos Campos,2021-01-12,30144,724,596,7
208892,São José dos Campos,2021-01-13,30729,585,605,9
209537,São José dos Campos,2021-01-14,31251,522,614,9
210182,São José dos Campos,2021-01-15,31788,537,620,6
210827,São José dos Campos,2021-01-16,32352,564,625,5
211472,São José dos Campos,2021-01-17,32554,202,627,2
212117,São José dos Campos,2021-01-18,32642,88,627,0
212762,São José dos Campos,2021-01-19,33222,580,637,10
213407,São José dos Campos,2021-01-20,33672,450,643,6
